age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
36,divorced,mid,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
38,single,low,white-collar,mid,telephone,wed,4,5,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,thu,2,5,0,nonexistent,False,False,no
45,single,low,blue-collar,mid,telephone,mon,9,4,0,nonexistent,False,False,yes
50,married,high,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
37,divorced,low,out-of-workforce,low,cellular,tue,6,1,0,nonexistent,False,False,no
32,married,high,blue-collar,mid,cellular,thu,7,1,0,nonexistent,False,False,no
18,single,low,out-of-workforce,low,cellular,thu,3,2,0,nonexistent,False,False,no
60,married,mid,out-of-workforce,low,cellular,thu,21,2,1,success,True,True,yes
51,married,mid,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
43,married,mid,white-collar,mid,cellular,wed,15,2,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
34,married,high,blue-collar,mid,telephone,tue,0,8,0,nonexistent,False,False,no
32,single,high,blue-collar,mid,cellular,wed,4,2,0,nonexistent,False,False,yes
45,married,high,white-collar,high,telephone,fri,6,2,0,nonexistent,False,False,no
44,married,mid,white-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
35,married,mid,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
49,married,high,white-collar,high,cellular,thu,2,1,0,nonexistent,False,False,no
32,single,mid,out-of-workforce,low,telephone,fri,4,1,0,nonexistent,False,False,no
30,married,high,white-collar,high,cellular,mon,4,1,1,failure,True,False,no
43,single,low,blue-collar,mid,telephone,wed,11,3,0,nonexistent,False,False,no
26,married,mid,white-collar,mid,telephone,thu,5,4,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,yes
46,single,high,white-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
25,single,high,white-collar,mid,cellular,fri,0,7,1,failure,True,False,no
59,divorced,low,white-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,yes
28,single,high,white-collar,high,cellular,tue,1,1,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,telephone,mon,6,1,0,nonexistent,False,False,no
33,married,mid,white-collar,mid,telephone,wed,7,2,1,failure,True,False,yes
37,married,mid,blue-collar,mid,telephone,fri,0,1,1,failure,True,False,no
43,single,low,blue-collar,mid,telephone,wed,2,7,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,thu,2,3,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,telephone,wed,8,3,0,nonexistent,False,False,no
47,married,mid,white-collar,mid,telephone,fri,6,3,0,nonexistent,False,False,no
23,single,mid,blue-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
28,single,mid,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
38,single,mid,blue-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
30,single,high,white-collar,mid,cellular,fri,4,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,wed,9,2,1,failure,True,False,no
43,single,low,white-collar,high,telephone,thu,9,3,0,nonexistent,False,False,no
34,married,high,white-collar,mid,telephone,tue,1,1,0,nonexistent,False,False,no
44,divorced,high,white-collar,mid,cellular,wed,0,14,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,fri,4,3,2,success,True,True,yes
30,married,low,blue-collar,mid,cellular,mon,5,4,0,nonexistent,False,False,no
37,single,low,blue-collar,mid,telephone,wed,5,3,0,nonexistent,False,False,no
54,married,mid,blue-collar,mid,cellular,mon,3,5,0,nonexistent,False,False,no
36,married,high,white-collar,mid,telephone,thu,5,2,0,nonexistent,False,False,no
36,single,mid,blue-collar,mid,telephone,thu,11,3,1,failure,True,False,no
74,married,low,out-of-workforce,low,cellular,mon,3,1,1,failure,True,False,yes
73,married,low,out-of-workforce,low,cellular,mon,3,3,1,failure,True,False,yes
31,married,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
37,divorced,mid,white-collar,high,cellular,fri,2,2,1,failure,True,False,no
33,single,high,white-collar,mid,telephone,thu,6,1,0,nonexistent,False,False,no
30,married,high,blue-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
30,married,low,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
35,married,low,white-collar,mid,telephone,thu,8,3,0,nonexistent,False,False,no
36,single,high,blue-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
31,single,mid,white-collar,mid,cellular,thu,4,1,1,success,True,True,yes
27,single,high,white-collar,high,telephone,tue,4,1,0,nonexistent,False,False,no
44,single,mid,white-collar,mid,cellular,thu,13,2,1,failure,True,False,no
36,married,mid,blue-collar,mid,cellular,mon,5,4,0,nonexistent,False,False,no
42,divorced,low,blue-collar,mid,telephone,fri,1,22,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
38,married,low,blue-collar,mid,cellular,fri,1,4,1,failure,True,False,no
32,divorced,mid,blue-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
28,single,high,white-collar,mid,cellular,mon,1,1,1,failure,True,False,yes
66,married,mid,out-of-workforce,low,cellular,tue,5,1,0,nonexistent,False,False,no
23,married,low,blue-collar,mid,cellular,mon,0,6,0,nonexistent,False,False,no
29,single,mid,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
52,divorced,mid,blue-collar,mid,cellular,thu,3,2,0,nonexistent,False,False,no
37,married,high,white-collar,mid,cellular,fri,1,2,0,nonexistent,False,False,no
53,married,low,out-of-workforce,low,cellular,tue,1,4,0,nonexistent,False,False,no
60,married,low,white-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
29,single,high,out-of-workforce,low,cellular,wed,3,4,0,nonexistent,False,False,no
35,single,high,white-collar,high,cellular,wed,3,1,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,telephone,tue,8,2,0,nonexistent,False,False,no
43,divorced,low,blue-collar,mid,cellular,fri,21,2,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
41,married,mid,white-collar,mid,telephone,thu,6,1,0,nonexistent,False,False,no
41,married,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
41,married,mid,white-collar,high,telephone,wed,4,1,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,cellular,wed,1,3,0,nonexistent,False,False,no
43,married,high,blue-collar,mid,cellular,tue,7,1,1,failure,True,False,yes
30,single,mid,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
42,married,high,white-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
33,single,low,blue-collar,mid,cellular,tue,0,8,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,mon,5,2,0,nonexistent,False,False,no
36,married,high,white-collar,mid,telephone,wed,7,1,1,failure,True,False,no
30,married,low,blue-collar,mid,telephone,fri,1,4,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,wed,4,5,0,nonexistent,False,False,no
39,single,high,white-collar,mid,telephone,wed,25,1,0,nonexistent,False,False,no
44,married,high,white-collar,mid,cellular,mon,4,4,0,nonexistent,False,False,no
46,single,mid,white-collar,mid,telephone,wed,2,3,0,nonexistent,False,False,no
43,married,mid,white-collar,mid,telephone,wed,0,1,0,nonexistent,False,False,no
32,single,low,blue-collar,mid,cellular,tue,3,4,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
25,single,mid,blue-collar,mid,telephone,thu,3,3,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,telephone,wed,1,2,0,nonexistent,False,False,no
50,married,low,white-collar,mid,cellular,tue,2,3,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,thu,8,2,0,nonexistent,False,False,no
26,married,high,white-collar,mid,cellular,mon,10,1,0,nonexistent,False,False,no
34,single,low,white-collar,high,cellular,wed,3,1,1,failure,True,False,no
29,single,mid,white-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,telephone,wed,2,1,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,wed,9,1,0,nonexistent,False,False,no
32,single,high,out-of-workforce,low,cellular,wed,2,2,0,nonexistent,False,False,no
39,single,mid,white-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
42,married,mid,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
42,divorced,mid,blue-collar,mid,telephone,thu,3,7,0,nonexistent,False,False,no
35,divorced,mid,blue-collar,mid,cellular,wed,1,1,2,failure,True,False,no
46,married,low,blue-collar,mid,telephone,wed,4,4,0,nonexistent,False,False,no
27,married,high,white-collar,mid,cellular,thu,5,3,1,success,True,True,yes
25,single,mid,blue-collar,mid,telephone,wed,2,2,0,nonexistent,False,False,no
47,divorced,low,blue-collar,mid,telephone,tue,4,2,0,nonexistent,False,False,no
34,married,high,out-of-workforce,low,cellular,thu,4,3,0,nonexistent,False,False,no
35,married,high,white-collar,mid,cellular,tue,9,1,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,cellular,tue,1,3,0,nonexistent,False,False,no
35,single,high,out-of-workforce,low,telephone,tue,7,1,0,nonexistent,False,False,no
36,married,low,out-of-workforce,low,telephone,fri,6,8,0,nonexistent,False,False,no
41,married,low,out-of-workforce,low,cellular,mon,5,1,1,success,True,True,no
52,married,high,white-collar,high,telephone,fri,9,5,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,cellular,mon,3,4,0,nonexistent,False,False,no
47,divorced,high,white-collar,mid,cellular,tue,1,1,0,nonexistent,False,False,no
33,married,high,white-collar,mid,cellular,fri,10,1,0,nonexistent,False,False,yes
25,married,low,blue-collar,mid,telephone,wed,8,1,0,nonexistent,False,False,no
46,married,high,white-collar,high,cellular,thu,4,1,0,nonexistent,False,False,no
40,married,high,white-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
50,married,high,white-collar,mid,cellular,tue,5,8,0,nonexistent,False,False,no
31,single,high,white-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
28,single,mid,blue-collar,mid,cellular,tue,1,4,1,failure,True,False,no
29,single,high,white-collar,high,telephone,fri,2,1,0,nonexistent,False,False,no
45,single,mid,out-of-workforce,low,cellular,tue,3,2,0,nonexistent,False,False,no
41,married,high,white-collar,high,cellular,wed,8,4,0,nonexistent,False,False,no
49,married,low,blue-collar,mid,telephone,tue,5,3,0,nonexistent,False,False,no
30,married,mid,blue-collar,mid,telephone,wed,2,5,0,nonexistent,False,False,no
40,married,high,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
54,married,high,blue-collar,mid,telephone,thu,2,4,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,wed,8,2,1,failure,True,False,no
54,married,low,blue-collar,mid,telephone,tue,1,5,0,nonexistent,False,False,no
34,single,high,blue-collar,mid,telephone,wed,2,3,0,nonexistent,False,False,no
30,married,low,blue-collar,mid,cellular,wed,3,5,0,nonexistent,False,False,no
31,single,low,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
45,married,low,white-collar,mid,telephone,thu,12,1,0,nonexistent,False,False,yes
41,single,mid,blue-collar,mid,cellular,tue,1,2,1,success,True,True,no
45,married,high,blue-collar,mid,telephone,tue,2,1,0,nonexistent,False,False,no
23,single,low,out-of-workforce,low,cellular,wed,23,4,0,nonexistent,False,False,no
29,single,mid,white-collar,mid,cellular,tue,5,3,1,success,True,True,yes
42,single,mid,blue-collar,mid,telephone,mon,3,4,0,nonexistent,False,False,no
54,married,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
48,married,mid,blue-collar,mid,cellular,thu,3,3,0,nonexistent,False,False,no
40,married,high,white-collar,mid,cellular,fri,13,1,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,thu,4,1,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
48,married,low,out-of-workforce,low,cellular,thu,31,1,0,nonexistent,False,False,yes
40,single,mid,blue-collar,mid,cellular,tue,1,2,0,nonexistent,False,False,no
44,married,high,white-collar,mid,telephone,tue,0,17,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,wed,4,2,0,nonexistent,False,False,no
38,divorced,low,blue-collar,mid,telephone,mon,3,3,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,telephone,thu,10,1,0,nonexistent,False,False,no
51,single,high,white-collar,mid,telephone,mon,2,7,0,nonexistent,False,False,no
45,single,mid,blue-collar,mid,cellular,thu,2,2,0,nonexistent,False,False,no
55,married,low,blue-collar,mid,telephone,fri,2,2,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
83,married,low,out-of-workforce,low,cellular,fri,1,1,3,failure,True,False,no
57,married,low,out-of-workforce,low,cellular,thu,3,2,1,failure,True,False,no
59,married,low,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
22,single,low,out-of-workforce,low,cellular,mon,2,1,0,nonexistent,False,False,no
47,married,low,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,mon,1,6,1,failure,True,False,no
35,married,high,white-collar,mid,cellular,fri,13,1,0,nonexistent,False,False,yes
45,married,low,blue-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
35,single,high,white-collar,mid,cellular,wed,7,3,0,nonexistent,False,False,no
22,single,low,out-of-workforce,low,cellular,mon,14,1,1,success,True,True,no
44,married,low,white-collar,mid,telephone,fri,3,2,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
29,single,low,blue-collar,mid,cellular,fri,1,2,1,failure,True,False,no
40,divorced,high,blue-collar,mid,telephone,tue,0,1,0,nonexistent,False,False,no
26,married,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
56,divorced,high,white-collar,mid,cellular,fri,0,5,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,telephone,tue,3,3,0,nonexistent,False,False,no
42,married,mid,white-collar,high,telephone,wed,2,2,0,nonexistent,False,False,no
29,single,high,white-collar,mid,cellular,thu,7,1,0,nonexistent,False,False,no
50,single,low,blue-collar,mid,telephone,tue,6,2,0,nonexistent,False,False,no
30,single,high,blue-collar,mid,cellular,fri,2,1,1,failure,True,False,no
46,married,mid,white-collar,mid,cellular,mon,7,2,3,failure,True,False,no
24,married,low,blue-collar,mid,cellular,tue,2,3,0,nonexistent,False,False,no
40,single,high,white-collar,mid,cellular,thu,6,1,0,nonexistent,False,False,yes
41,married,high,blue-collar,mid,telephone,tue,3,4,0,nonexistent,False,False,no
40,married,mid,white-collar,mid,telephone,fri,8,4,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,wed,5,3,0,nonexistent,False,False,no
31,married,high,white-collar,mid,cellular,wed,3,1,1,success,True,True,yes
30,single,high,white-collar,mid,cellular,fri,2,2,1,success,True,True,no
35,married,mid,white-collar,mid,cellular,mon,22,4,0,nonexistent,False,False,yes
54,married,mid,white-collar,mid,cellular,fri,5,1,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,tue,0,5,1,failure,True,False,no
49,divorced,low,blue-collar,mid,cellular,wed,6,2,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,thu,10,2,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,telephone,fri,0,1,1,failure,True,False,no
54,married,high,white-collar,high,cellular,thu,3,1,1,failure,True,False,no
56,married,low,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
24,single,low,blue-collar,mid,cellular,mon,1,3,0,nonexistent,False,False,no
35,single,mid,white-collar,mid,cellular,mon,2,4,3,success,True,True,no
26,single,low,blue-collar,mid,telephone,tue,2,2,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
36,married,mid,white-collar,mid,cellular,mon,15,3,0,nonexistent,False,False,yes
34,single,low,blue-collar,mid,cellular,wed,2,1,1,failure,True,False,no
45,married,mid,white-collar,mid,telephone,wed,16,3,0,nonexistent,False,False,no
45,married,mid,blue-collar,mid,cellular,fri,4,2,0,nonexistent,False,False,no
26,married,mid,blue-collar,mid,telephone,fri,4,3,0,nonexistent,False,False,no
34,married,high,white-collar,mid,cellular,thu,7,1,3,success,True,True,yes
50,married,low,white-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
51,divorced,high,blue-collar,mid,telephone,fri,0,3,0,nonexistent,False,False,no
29,single,mid,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
35,divorced,mid,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
53,married,high,white-collar,mid,telephone,thu,27,10,0,nonexistent,False,False,yes
29,married,low,blue-collar,mid,cellular,thu,3,6,0,nonexistent,False,False,no
45,married,high,blue-collar,mid,telephone,tue,3,3,0,nonexistent,False,False,no
34,single,low,white-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,cellular,tue,13,2,2,failure,True,False,yes
41,divorced,low,blue-collar,mid,telephone,tue,4,1,0,nonexistent,False,False,no
40,married,high,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
37,single,high,blue-collar,mid,telephone,tue,1,1,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,cellular,mon,4,2,0,nonexistent,False,False,no
44,married,mid,white-collar,mid,telephone,tue,4,2,0,nonexistent,False,False,no
35,divorced,high,white-collar,mid,telephone,tue,5,1,0,nonexistent,False,False,no
33,single,low,blue-collar,mid,telephone,mon,1,4,0,nonexistent,False,False,no
56,married,low,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
45,married,mid,blue-collar,mid,cellular,wed,16,1,0,nonexistent,False,False,yes
31,single,mid,white-collar,mid,cellular,wed,2,1,1,failure,True,False,no
40,single,high,white-collar,mid,cellular,thu,8,1,1,success,True,True,yes
59,divorced,high,white-collar,mid,cellular,mon,5,2,0,nonexistent,False,False,no
55,married,mid,out-of-workforce,low,telephone,thu,2,1,0,nonexistent,False,False,no
36,married,low,blue-collar,mid,cellular,tue,1,1,1,failure,True,False,no
44,married,low,white-collar,mid,cellular,mon,1,1,2,failure,True,False,no
48,divorced,mid,white-collar,high,cellular,wed,5,1,0,nonexistent,False,False,yes
48,married,high,out-of-workforce,low,cellular,tue,14,3,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,cellular,thu,2,3,0,nonexistent,False,False,no
40,married,mid,white-collar,high,cellular,wed,14,2,0,nonexistent,False,False,yes
25,single,mid,blue-collar,mid,telephone,thu,0,1,0,nonexistent,False,False,no
56,married,low,blue-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
53,married,low,white-collar,mid,cellular,wed,2,4,0,nonexistent,False,False,no
33,single,high,blue-collar,mid,cellular,thu,9,1,0,nonexistent,False,False,yes
29,single,high,white-collar,mid,cellular,wed,3,1,1,success,True,True,yes
30,single,high,white-collar,high,cellular,wed,12,1,0,nonexistent,False,False,no
56,married,low,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,yes
55,married,low,blue-collar,mid,telephone,tue,8,2,0,nonexistent,False,False,no
47,married,mid,blue-collar,mid,telephone,fri,10,1,0,nonexistent,False,False,no
50,married,mid,white-collar,high,telephone,fri,1,2,0,nonexistent,False,False,no
60,married,low,white-collar,mid,cellular,wed,6,1,0,nonexistent,False,False,yes
54,single,low,blue-collar,mid,cellular,fri,0,1,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,telephone,wed,11,2,0,nonexistent,False,False,no
38,married,mid,blue-collar,mid,cellular,thu,1,4,0,nonexistent,False,False,no
28,married,mid,blue-collar,mid,cellular,thu,1,6,0,nonexistent,False,False,no
51,single,mid,blue-collar,mid,cellular,wed,29,1,0,nonexistent,False,False,no
29,married,mid,white-collar,high,telephone,mon,16,1,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,fri,10,1,1,failure,True,False,no
44,married,mid,blue-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
30,single,mid,out-of-workforce,low,telephone,fri,5,3,0,nonexistent,False,False,yes
27,single,low,blue-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
31,married,mid,white-collar,mid,telephone,tue,2,13,0,nonexistent,False,False,no
36,single,mid,white-collar,mid,cellular,tue,4,1,1,failure,True,False,no
36,married,mid,blue-collar,mid,telephone,wed,6,1,0,nonexistent,False,False,no
27,single,high,white-collar,mid,telephone,mon,1,6,0,nonexistent,False,False,no
65,married,low,out-of-workforce,low,cellular,mon,3,2,1,failure,True,False,yes
42,married,high,white-collar,mid,cellular,wed,11,1,0,nonexistent,False,False,no
37,married,high,white-collar,high,cellular,mon,3,2,1,failure,True,False,no
37,single,mid,blue-collar,mid,telephone,mon,2,3,0,nonexistent,False,False,no
39,married,mid,blue-collar,mid,cellular,thu,4,1,1,success,True,True,yes
38,single,low,blue-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
30,married,high,white-collar,mid,cellular,tue,2,4,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,fri,8,3,0,nonexistent,False,False,no
32,single,mid,white-collar,mid,cellular,tue,3,2,0,nonexistent,False,False,no
59,divorced,mid,out-of-workforce,low,telephone,mon,2,1,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,cellular,thu,19,1,0,nonexistent,False,False,yes
28,single,high,out-of-workforce,low,telephone,wed,0,1,0,nonexistent,False,False,no
40,divorced,high,white-collar,high,cellular,mon,5,2,0,nonexistent,False,False,no
88,divorced,low,out-of-workforce,low,cellular,wed,9,2,1,success,True,True,yes
46,married,mid,blue-collar,mid,telephone,mon,5,3,0,nonexistent,False,False,no
50,married,high,out-of-workforce,low,telephone,tue,4,1,0,nonexistent,False,False,no
29,single,low,white-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,fri,2,2,0,nonexistent,False,False,no
30,single,high,blue-collar,mid,telephone,wed,4,1,2,failure,True,False,yes
34,married,mid,blue-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
66,single,low,out-of-workforce,low,cellular,wed,14,3,2,failure,True,False,yes
46,divorced,mid,blue-collar,mid,cellular,thu,2,15,0,nonexistent,False,False,no
34,married,high,blue-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,telephone,mon,7,8,0,nonexistent,False,False,yes
34,single,mid,white-collar,high,telephone,mon,2,4,0,nonexistent,False,False,no
57,married,low,white-collar,high,cellular,thu,10,1,0,nonexistent,False,False,yes
41,divorced,low,white-collar,high,cellular,thu,2,1,0,nonexistent,False,False,no
37,single,high,blue-collar,mid,cellular,wed,3,3,0,nonexistent,False,False,no
24,single,mid,white-collar,mid,cellular,thu,2,5,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,cellular,mon,18,1,0,nonexistent,False,False,yes
45,married,high,blue-collar,mid,telephone,tue,14,1,0,nonexistent,False,False,yes
19,single,low,out-of-workforce,low,cellular,thu,8,5,1,success,True,True,yes
39,married,low,blue-collar,mid,telephone,wed,4,9,0,nonexistent,False,False,no
40,single,low,white-collar,mid,cellular,thu,4,1,3,success,True,True,yes
47,divorced,mid,white-collar,mid,cellular,mon,2,1,1,failure,True,False,no
30,single,high,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
26,married,low,white-collar,high,telephone,fri,0,1,0,nonexistent,False,False,no
30,single,mid,white-collar,mid,telephone,mon,2,1,0,nonexistent,False,False,no
30,married,mid,white-collar,mid,cellular,fri,6,2,0,nonexistent,False,False,no
35,married,high,white-collar,high,cellular,tue,1,1,2,success,True,True,no
45,married,low,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
34,married,high,white-collar,high,cellular,thu,2,2,0,nonexistent,False,False,no
47,single,high,white-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
34,single,mid,blue-collar,mid,cellular,fri,4,1,0,nonexistent,False,False,yes
47,single,high,white-collar,mid,cellular,mon,1,4,1,failure,True,False,no
41,single,high,blue-collar,mid,telephone,mon,6,3,0,nonexistent,False,False,no
27,married,mid,white-collar,mid,telephone,tue,5,3,0,nonexistent,False,False,no
41,divorced,low,blue-collar,mid,telephone,fri,11,2,0,nonexistent,False,False,no
25,married,high,out-of-workforce,low,telephone,thu,2,7,0,nonexistent,False,False,no
60,married,low,out-of-workforce,low,cellular,fri,3,2,0,nonexistent,False,False,no
40,married,mid,white-collar,high,cellular,fri,2,5,1,failure,True,False,no
41,divorced,high,white-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
46,married,high,white-collar,high,cellular,wed,2,2,0,nonexistent,False,False,no
52,married,mid,white-collar,mid,cellular,fri,1,5,1,success,True,True,no
42,single,high,white-collar,mid,cellular,fri,6,2,0,nonexistent,False,False,no
46,married,high,white-collar,mid,telephone,tue,3,5,0,nonexistent,False,False,no
30,married,high,white-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
30,married,high,white-collar,mid,telephone,wed,12,8,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,telephone,fri,1,2,0,nonexistent,False,False,no
88,divorced,low,out-of-workforce,low,cellular,wed,1,1,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,telephone,mon,4,1,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,wed,6,1,0,nonexistent,False,False,no
30,married,mid,white-collar,mid,telephone,mon,7,4,0,nonexistent,False,False,no
40,married,low,blue-collar,mid,cellular,thu,3,4,0,nonexistent,False,False,no
36,single,high,white-collar,mid,cellular,mon,8,1,4,success,True,True,yes
39,married,mid,blue-collar,mid,cellular,thu,1,15,0,nonexistent,False,False,no
49,divorced,mid,blue-collar,mid,cellular,fri,5,3,1,failure,True,False,no
27,single,mid,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
35,single,mid,blue-collar,mid,cellular,thu,3,2,1,failure,True,False,no
31,married,mid,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
58,divorced,mid,out-of-workforce,low,telephone,mon,4,2,0,nonexistent,False,False,no
27,single,high,white-collar,mid,cellular,fri,7,2,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
50,married,high,white-collar,mid,cellular,thu,8,1,2,failure,True,False,yes
41,married,high,white-collar,high,cellular,wed,3,1,1,failure,True,False,no
56,divorced,low,blue-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
26,single,low,blue-collar,mid,cellular,wed,3,2,1,failure,True,False,no
30,single,high,blue-collar,mid,cellular,mon,11,2,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
54,married,mid,white-collar,mid,cellular,thu,10,1,0,nonexistent,False,False,yes
30,single,mid,blue-collar,mid,cellular,mon,1,2,0,nonexistent,False,False,no
