age,job,marital,education,contact,day_of_week,campaign,previous,poutcome,duration_mins,education_level,job_type,income_level,was_contacted_before,deposited_before,y
52,blue-collar,married,basic.9y,cellular,mon,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
43,management,single,university.degree,cellular,thu,3,1,failure,5,high,white-collar,high,True,False,no
27,blue-collar,married,university.degree,telephone,fri,1,0,nonexistent,6,high,blue-collar,mid,False,False,no
41,services,divorced,basic.9y,telephone,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
28,services,single,high.school,telephone,wed,3,0,nonexistent,1,mid,blue-collar,mid,False,False,no
31,technician,single,high.school,cellular,mon,6,0,nonexistent,0,mid,blue-collar,mid,False,False,no
50,admin.,married,high.school,telephone,fri,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
46,unemployed,married,basic.9y,cellular,tue,2,0,nonexistent,4,low,unemployed,low,False,False,yes
49,admin.,married,university.degree,telephone,wed,2,0,nonexistent,0,high,white-collar,mid,False,False,no
70,retired,married,basic.9y,cellular,mon,1,1,failure,4,low,retired,low,True,False,no
51,blue-collar,married,basic.4y,cellular,wed,4,0,nonexistent,2,low,blue-collar,mid,False,False,no
51,management,married,university.degree,cellular,wed,1,0,nonexistent,1,high,white-collar,high,False,False,no
42,admin.,married,high.school,cellular,mon,4,0,nonexistent,1,mid,white-collar,mid,False,False,no
31,admin.,single,high.school,telephone,tue,2,0,nonexistent,4,mid,white-collar,mid,False,False,no
31,admin.,single,high.school,cellular,fri,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
29,admin.,single,basic.9y,telephone,tue,5,0,nonexistent,5,low,white-collar,mid,False,False,no
57,management,married,university.degree,telephone,fri,3,0,nonexistent,1,high,white-collar,high,False,False,no
28,self-employed,single,university.degree,cellular,mon,2,0,nonexistent,3,high,entrepreneur,mid,False,False,no
37,unemployed,single,basic.9y,cellular,wed,1,0,nonexistent,11,low,unemployed,low,False,False,yes
35,blue-collar,married,basic.9y,cellular,fri,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
32,technician,single,university.degree,cellular,tue,2,0,nonexistent,2,high,blue-collar,mid,False,False,no
47,admin.,divorced,university.degree,telephone,tue,1,0,nonexistent,3,high,white-collar,mid,False,False,no
44,self-employed,married,university.degree,cellular,fri,4,0,nonexistent,1,high,entrepreneur,mid,False,False,no
35,technician,divorced,professional.course,cellular,wed,1,0,nonexistent,10,mid,blue-collar,mid,False,False,no
26,technician,single,basic.9y,cellular,fri,1,1,failure,1,low,blue-collar,mid,True,False,no
57,retired,divorced,high.school,cellular,thu,6,0,nonexistent,3,mid,retired,low,False,False,no
41,admin.,single,university.degree,telephone,mon,2,0,nonexistent,2,high,white-collar,mid,False,False,no
48,housemaid,married,basic.9y,cellular,tue,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
53,technician,married,professional.course,cellular,mon,3,0,nonexistent,3,mid,blue-collar,mid,False,False,yes
43,admin.,married,basic.9y,cellular,fri,3,0,nonexistent,1,low,white-collar,mid,False,False,no
50,admin.,married,university.degree,cellular,tue,1,0,nonexistent,4,high,white-collar,mid,False,False,no
39,admin.,married,basic.6y,telephone,thu,2,0,nonexistent,5,low,white-collar,mid,False,False,no
34,admin.,married,university.degree,cellular,mon,3,0,nonexistent,4,high,white-collar,mid,False,False,yes
48,technician,married,high.school,telephone,fri,1,0,nonexistent,12,mid,blue-collar,mid,False,False,no
46,housemaid,married,basic.4y,cellular,mon,8,0,nonexistent,1,low,blue-collar,mid,False,False,no
46,technician,married,basic.9y,cellular,tue,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
34,student,divorced,university.degree,cellular,thu,2,0,nonexistent,1,high,student,low,False,False,no
37,technician,divorced,high.school,cellular,fri,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
44,blue-collar,married,basic.9y,telephone,fri,4,0,nonexistent,2,low,blue-collar,mid,False,False,no
48,blue-collar,married,high.school,telephone,thu,2,0,nonexistent,12,mid,blue-collar,mid,False,False,no
33,technician,married,university.degree,cellular,mon,1,0,nonexistent,8,high,blue-collar,mid,False,False,yes
30,services,single,high.school,cellular,thu,10,1,failure,0,mid,blue-collar,mid,True,False,no
41,blue-collar,married,basic.4y,telephone,tue,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
51,technician,married,professional.course,cellular,wed,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
57,blue-collar,married,university.degree,cellular,thu,5,0,nonexistent,4,high,blue-collar,mid,False,False,no
34,technician,married,professional.course,cellular,thu,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
30,technician,married,university.degree,telephone,thu,2,0,nonexistent,1,high,blue-collar,mid,False,False,no
43,entrepreneur,married,basic.4y,cellular,tue,2,0,nonexistent,1,low,entrepreneur,high,False,False,no
39,technician,married,university.degree,cellular,fri,1,1,success,4,high,blue-collar,mid,True,True,no
29,entrepreneur,married,high.school,cellular,fri,2,0,nonexistent,11,mid,entrepreneur,high,False,False,no
54,entrepreneur,divorced,university.degree,cellular,thu,2,1,failure,8,high,entrepreneur,high,True,False,no
30,admin.,single,university.degree,cellular,thu,1,1,failure,3,high,white-collar,mid,True,False,no
36,admin.,married,professional.course,cellular,fri,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
40,blue-collar,married,basic.4y,telephone,tue,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
40,admin.,married,university.degree,telephone,mon,1,0,nonexistent,6,high,white-collar,mid,False,False,no
51,admin.,divorced,university.degree,cellular,fri,1,0,nonexistent,1,high,white-collar,mid,False,False,no
37,self-employed,married,university.degree,cellular,fri,1,0,nonexistent,5,high,entrepreneur,mid,False,False,no
41,services,married,high.school,cellular,thu,1,0,nonexistent,10,mid,blue-collar,mid,False,False,no
36,entrepreneur,married,university.degree,telephone,fri,2,0,nonexistent,4,high,entrepreneur,high,False,False,no
38,self-employed,single,university.degree,telephone,tue,3,0,nonexistent,2,high,entrepreneur,mid,False,False,no
31,admin.,single,university.degree,telephone,mon,5,0,nonexistent,4,high,white-collar,mid,False,False,no
29,services,single,basic.6y,cellular,wed,2,0,nonexistent,5,low,blue-collar,mid,False,False,no
30,blue-collar,married,basic.4y,telephone,wed,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
38,admin.,single,university.degree,telephone,fri,2,0,nonexistent,3,high,white-collar,mid,False,False,no
53,housemaid,married,university.degree,cellular,thu,2,0,nonexistent,1,high,blue-collar,mid,False,False,no
31,blue-collar,married,basic.9y,cellular,thu,3,0,nonexistent,3,low,blue-collar,mid,False,False,no
56,technician,divorced,university.degree,cellular,thu,1,0,nonexistent,1,high,blue-collar,mid,False,False,no
32,admin.,single,university.degree,telephone,fri,1,0,nonexistent,8,high,white-collar,mid,False,False,no
54,management,divorced,university.degree,cellular,wed,2,1,success,2,high,white-collar,high,True,True,no
56,blue-collar,married,basic.4y,cellular,thu,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
33,blue-collar,married,high.school,telephone,tue,6,0,nonexistent,0,mid,blue-collar,mid,False,False,no
45,admin.,divorced,university.degree,cellular,mon,2,0,nonexistent,3,high,white-collar,mid,False,False,no
70,retired,married,basic.4y,telephone,mon,1,0,nonexistent,2,low,retired,low,False,False,no
41,entrepreneur,married,university.degree,telephone,wed,4,0,nonexistent,2,high,entrepreneur,high,False,False,no
51,technician,divorced,professional.course,cellular,fri,3,0,nonexistent,1,mid,blue-collar,mid,False,False,no
34,blue-collar,single,high.school,cellular,wed,1,0,nonexistent,2,mid,blue-collar,mid,False,False,no
42,technician,married,high.school,cellular,mon,3,0,nonexistent,1,mid,blue-collar,mid,False,False,no
50,blue-collar,married,high.school,telephone,fri,3,0,nonexistent,2,mid,blue-collar,mid,False,False,no
24,admin.,single,high.school,cellular,thu,3,0,nonexistent,12,mid,white-collar,mid,False,False,yes
32,technician,single,university.degree,cellular,wed,1,0,nonexistent,5,high,blue-collar,mid,False,False,no
56,blue-collar,married,high.school,cellular,thu,10,0,nonexistent,1,mid,blue-collar,mid,False,False,no
35,technician,married,professional.course,cellular,wed,1,0,nonexistent,4,mid,blue-collar,mid,False,False,no
46,self-employed,married,basic.9y,telephone,mon,3,0,nonexistent,9,low,entrepreneur,mid,False,False,no
33,entrepreneur,married,university.degree,cellular,mon,2,0,nonexistent,2,high,entrepreneur,high,False,False,no
25,admin.,single,high.school,cellular,tue,6,0,nonexistent,5,mid,white-collar,mid,False,False,no
29,technician,single,professional.course,telephone,thu,2,1,success,4,mid,blue-collar,mid,True,True,no
35,admin.,single,high.school,cellular,wed,1,0,nonexistent,11,mid,white-collar,mid,False,False,yes
31,admin.,single,university.degree,cellular,wed,1,0,nonexistent,5,high,white-collar,mid,False,False,no
48,admin.,married,university.degree,telephone,wed,1,0,nonexistent,7,high,white-collar,mid,False,False,no
47,blue-collar,married,university.degree,telephone,thu,1,0,nonexistent,8,high,blue-collar,mid,False,False,no
70,retired,married,basic.4y,cellular,wed,2,0,nonexistent,4,low,retired,low,False,False,yes
49,management,divorced,university.degree,telephone,mon,1,0,nonexistent,0,high,white-collar,high,False,False,no
40,admin.,divorced,university.degree,telephone,wed,6,0,nonexistent,2,high,white-collar,mid,False,False,no
39,technician,divorced,professional.course,cellular,mon,1,0,nonexistent,5,mid,blue-collar,mid,False,False,no
31,admin.,married,university.degree,telephone,thu,4,0,nonexistent,2,high,white-collar,mid,False,False,no
30,technician,divorced,professional.course,cellular,tue,3,0,nonexistent,4,mid,blue-collar,mid,False,False,no
31,blue-collar,single,basic.4y,cellular,thu,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
33,self-employed,single,university.degree,telephone,thu,2,0,nonexistent,6,high,entrepreneur,mid,False,False,no
35,blue-collar,single,university.degree,telephone,thu,3,0,nonexistent,12,high,blue-collar,mid,False,False,no
39,admin.,single,university.degree,cellular,wed,1,0,nonexistent,9,high,white-collar,mid,False,False,no
34,admin.,married,high.school,cellular,thu,1,0,nonexistent,2,mid,white-collar,mid,False,False,no
32,admin.,single,university.degree,telephone,fri,2,0,nonexistent,2,high,white-collar,mid,False,False,no
43,technician,single,professional.course,cellular,tue,6,0,nonexistent,2,mid,blue-collar,mid,False,False,no
43,admin.,married,university.degree,cellular,tue,3,0,nonexistent,9,high,white-collar,mid,False,False,yes
39,self-employed,married,basic.4y,cellular,wed,1,1,failure,3,low,entrepreneur,mid,True,False,no
47,admin.,single,university.degree,telephone,thu,1,0,nonexistent,11,high,white-collar,mid,False,False,no
49,technician,married,university.degree,cellular,tue,1,0,nonexistent,2,high,blue-collar,mid,False,False,no
43,unemployed,married,high.school,cellular,mon,3,0,nonexistent,12,mid,unemployed,low,False,False,no
59,housemaid,married,basic.4y,cellular,tue,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
28,admin.,single,high.school,cellular,thu,4,0,nonexistent,2,mid,white-collar,mid,False,False,no
49,blue-collar,married,basic.6y,cellular,mon,3,0,nonexistent,6,low,blue-collar,mid,False,False,no
30,admin.,married,university.degree,cellular,fri,1,1,failure,3,high,white-collar,mid,True,False,no
39,blue-collar,married,basic.9y,cellular,fri,2,0,nonexistent,7,low,blue-collar,mid,False,False,no
62,technician,married,university.degree,cellular,mon,1,1,success,3,high,blue-collar,mid,True,True,yes
43,admin.,married,high.school,cellular,tue,5,0,nonexistent,5,mid,white-collar,mid,False,False,no
33,services,married,basic.4y,telephone,wed,4,0,nonexistent,10,low,blue-collar,mid,False,False,no
26,admin.,married,university.degree,cellular,mon,1,0,nonexistent,3,high,white-collar,mid,False,False,yes
36,technician,married,professional.course,telephone,tue,2,0,nonexistent,3,mid,blue-collar,mid,False,False,no
26,management,single,university.degree,cellular,fri,2,0,nonexistent,6,high,white-collar,high,False,False,no
29,self-employed,married,basic.9y,telephone,fri,7,0,nonexistent,1,low,entrepreneur,mid,False,False,no
31,blue-collar,married,basic.4y,cellular,thu,1,1,failure,1,low,blue-collar,mid,True,False,no
32,blue-collar,married,basic.4y,cellular,tue,3,0,nonexistent,8,low,blue-collar,mid,False,False,no
24,services,single,high.school,telephone,thu,1,0,nonexistent,3,mid,blue-collar,mid,False,False,no
55,services,married,basic.6y,cellular,tue,6,0,nonexistent,5,low,blue-collar,mid,False,False,no
35,admin.,married,high.school,cellular,wed,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
25,blue-collar,married,basic.6y,cellular,thu,3,0,nonexistent,1,low,blue-collar,mid,False,False,no
36,management,divorced,university.degree,telephone,thu,10,0,nonexistent,4,high,white-collar,high,False,False,no
34,management,married,high.school,telephone,mon,7,0,nonexistent,1,mid,white-collar,high,False,False,no
59,retired,married,university.degree,cellular,wed,10,0,nonexistent,1,high,retired,low,False,False,no
40,entrepreneur,divorced,university.degree,cellular,mon,1,0,nonexistent,2,high,entrepreneur,high,False,False,no
30,technician,married,university.degree,cellular,thu,1,1,failure,3,high,blue-collar,mid,True,False,no
48,admin.,single,university.degree,telephone,mon,1,0,nonexistent,1,high,white-collar,mid,False,False,no
33,technician,married,basic.9y,cellular,thu,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
46,blue-collar,married,basic.4y,cellular,thu,2,0,nonexistent,1,low,blue-collar,mid,False,False,no
42,entrepreneur,married,high.school,cellular,fri,2,0,nonexistent,6,mid,entrepreneur,high,False,False,no
34,self-employed,married,basic.4y,cellular,thu,1,0,nonexistent,1,low,entrepreneur,mid,False,False,no
41,blue-collar,married,basic.9y,cellular,mon,6,0,nonexistent,0,low,blue-collar,mid,False,False,no
51,blue-collar,married,basic.4y,telephone,tue,1,0,nonexistent,13,low,blue-collar,mid,False,False,yes
31,self-employed,single,high.school,cellular,tue,2,0,nonexistent,1,mid,entrepreneur,mid,False,False,no
45,entrepreneur,married,university.degree,telephone,tue,2,0,nonexistent,20,high,entrepreneur,high,False,False,yes
39,blue-collar,married,basic.9y,cellular,wed,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
40,management,divorced,university.degree,telephone,mon,2,0,nonexistent,1,high,white-collar,high,False,False,no
36,blue-collar,married,basic.9y,cellular,tue,3,1,failure,4,low,blue-collar,mid,True,False,no
45,technician,married,professional.course,telephone,tue,4,0,nonexistent,6,mid,blue-collar,mid,False,False,no
40,entrepreneur,married,university.degree,cellular,mon,2,0,nonexistent,2,high,entrepreneur,high,False,False,no
21,blue-collar,married,basic.9y,cellular,wed,2,0,nonexistent,2,low,blue-collar,mid,False,False,no
34,admin.,single,university.degree,cellular,mon,2,0,nonexistent,3,high,white-collar,mid,False,False,no
35,admin.,married,university.degree,cellular,wed,5,0,nonexistent,3,high,white-collar,mid,False,False,no
70,retired,divorced,high.school,cellular,mon,2,0,nonexistent,2,mid,retired,low,False,False,no
59,retired,divorced,basic.9y,telephone,wed,2,0,nonexistent,2,low,retired,low,False,False,no
35,blue-collar,married,basic.9y,cellular,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
45,services,single,basic.9y,cellular,mon,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
37,management,divorced,professional.course,cellular,tue,2,1,failure,4,mid,white-collar,high,True,False,no
37,entrepreneur,married,university.degree,cellular,tue,1,0,nonexistent,2,high,entrepreneur,high,False,False,no
50,admin.,divorced,basic.9y,cellular,fri,2,0,nonexistent,8,low,white-collar,mid,False,False,no
30,management,married,university.degree,cellular,wed,5,0,nonexistent,1,high,white-collar,high,False,False,no
24,services,single,high.school,telephone,mon,8,0,nonexistent,8,mid,blue-collar,mid,False,False,no
55,retired,married,high.school,cellular,thu,6,0,nonexistent,0,mid,retired,low,False,False,no
28,blue-collar,single,basic.9y,cellular,thu,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
63,retired,married,basic.4y,cellular,thu,1,1,success,4,low,retired,low,True,True,no
25,student,single,university.degree,telephone,fri,3,1,failure,4,high,student,low,True,False,no
30,technician,married,professional.course,cellular,mon,3,0,nonexistent,12,mid,blue-collar,mid,False,False,no
27,services,single,high.school,telephone,fri,2,0,nonexistent,2,mid,blue-collar,mid,False,False,no
26,technician,single,high.school,cellular,mon,7,0,nonexistent,15,mid,blue-collar,mid,False,False,yes
31,admin.,married,high.school,cellular,thu,1,0,nonexistent,3,mid,white-collar,mid,False,False,no
27,admin.,married,university.degree,cellular,wed,4,0,nonexistent,10,high,white-collar,mid,False,False,no
56,entrepreneur,married,university.degree,cellular,thu,1,0,nonexistent,8,high,entrepreneur,high,False,False,no
38,self-employed,single,university.degree,telephone,mon,2,0,nonexistent,7,high,entrepreneur,mid,False,False,yes
32,admin.,single,university.degree,telephone,wed,3,0,nonexistent,2,high,white-collar,mid,False,False,no
54,admin.,married,professional.course,telephone,mon,5,0,nonexistent,9,mid,white-collar,mid,False,False,no
39,blue-collar,married,university.degree,cellular,wed,3,0,nonexistent,2,high,blue-collar,mid,False,False,no
49,blue-collar,married,basic.6y,cellular,mon,6,0,nonexistent,2,low,blue-collar,mid,False,False,no
28,entrepreneur,married,university.degree,telephone,wed,1,0,nonexistent,3,high,entrepreneur,high,False,False,no
50,services,divorced,high.school,telephone,tue,2,0,nonexistent,5,mid,blue-collar,mid,False,False,no
58,retired,married,professional.course,cellular,mon,1,0,nonexistent,5,mid,retired,low,False,False,no
38,admin.,divorced,university.degree,cellular,thu,3,0,nonexistent,20,high,white-collar,mid,False,False,yes
27,blue-collar,single,basic.9y,cellular,mon,5,0,nonexistent,13,low,blue-collar,mid,False,False,no
24,admin.,single,high.school,telephone,mon,3,0,nonexistent,12,mid,white-collar,mid,False,False,no
36,self-employed,married,university.degree,cellular,fri,1,0,nonexistent,2,high,entrepreneur,mid,False,False,no
38,admin.,married,high.school,cellular,thu,2,2,success,9,mid,white-collar,mid,True,True,yes
70,retired,married,professional.course,cellular,mon,2,0,nonexistent,3,mid,retired,low,False,False,no
45,admin.,married,university.degree,cellular,mon,10,0,nonexistent,8,high,white-collar,mid,False,False,no
45,entrepreneur,married,basic.9y,telephone,fri,1,0,nonexistent,1,low,entrepreneur,high,False,False,no
40,entrepreneur,married,basic.9y,cellular,thu,2,0,nonexistent,2,low,entrepreneur,high,False,False,no
55,admin.,single,university.degree,cellular,fri,2,0,nonexistent,2,high,white-collar,mid,False,False,no
43,admin.,single,high.school,cellular,fri,1,0,nonexistent,4,mid,white-collar,mid,False,False,yes
50,unemployed,married,professional.course,cellular,fri,1,0,nonexistent,2,mid,unemployed,low,False,False,no
52,management,divorced,university.degree,cellular,fri,2,0,nonexistent,3,high,white-collar,high,False,False,no
51,blue-collar,married,basic.9y,telephone,fri,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
29,admin.,single,basic.9y,telephone,tue,5,0,nonexistent,4,low,white-collar,mid,False,False,no
55,technician,married,basic.9y,telephone,mon,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
30,blue-collar,single,basic.9y,cellular,wed,1,0,nonexistent,0,low,blue-collar,mid,False,False,no
30,technician,single,professional.course,cellular,fri,2,0,nonexistent,1,mid,blue-collar,mid,False,False,no
60,retired,divorced,high.school,telephone,thu,2,0,nonexistent,4,mid,retired,low,False,False,no
39,self-employed,married,university.degree,telephone,mon,3,0,nonexistent,1,high,entrepreneur,mid,False,False,no
44,admin.,divorced,high.school,cellular,fri,2,0,nonexistent,4,mid,white-collar,mid,False,False,no
43,services,single,high.school,cellular,fri,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
51,technician,divorced,high.school,cellular,mon,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
28,admin.,married,high.school,cellular,thu,4,0,nonexistent,6,mid,white-collar,mid,False,False,no
31,admin.,single,university.degree,cellular,wed,3,0,nonexistent,1,high,white-collar,mid,False,False,no
31,admin.,single,university.degree,cellular,mon,1,0,nonexistent,5,high,white-collar,mid,False,False,no
26,blue-collar,single,basic.6y,cellular,tue,3,0,nonexistent,2,low,blue-collar,mid,False,False,no
29,technician,single,high.school,cellular,wed,3,0,nonexistent,15,mid,blue-collar,mid,False,False,yes
41,management,married,university.degree,cellular,tue,3,0,nonexistent,4,high,white-collar,high,False,False,no
32,technician,single,professional.course,cellular,mon,5,0,nonexistent,1,mid,blue-collar,mid,False,False,no
48,admin.,single,university.degree,cellular,thu,4,0,nonexistent,3,high,white-collar,mid,False,False,no
59,retired,married,basic.4y,cellular,mon,2,0,nonexistent,1,low,retired,low,False,False,no
35,unemployed,married,university.degree,telephone,thu,10,0,nonexistent,0,high,unemployed,low,False,False,no
32,admin.,single,university.degree,telephone,wed,2,0,nonexistent,1,high,white-collar,mid,False,False,no
36,technician,married,professional.course,cellular,thu,2,0,nonexistent,4,mid,blue-collar,mid,False,False,no
50,admin.,single,basic.9y,telephone,thu,1,0,nonexistent,1,low,white-collar,mid,False,False,no
51,blue-collar,married,basic.4y,telephone,fri,2,0,nonexistent,0,low,blue-collar,mid,False,False,no
42,admin.,single,university.degree,cellular,mon,2,0,nonexistent,4,high,white-collar,mid,False,False,no
28,unemployed,married,university.degree,cellular,wed,1,0,nonexistent,3,high,unemployed,low,False,False,no
36,blue-collar,single,professional.course,cellular,mon,2,1,failure,1,mid,blue-collar,mid,True,False,no
51,admin.,divorced,university.degree,cellular,mon,2,0,nonexistent,8,high,white-collar,mid,False,False,no
43,unemployed,married,basic.4y,telephone,thu,1,0,nonexistent,2,low,unemployed,low,False,False,no
20,student,single,basic.9y,cellular,tue,1,0,nonexistent,11,low,student,low,False,False,yes
70,retired,married,basic.4y,cellular,wed,1,1,failure,7,low,retired,low,True,False,yes
52,admin.,married,high.school,cellular,fri,2,1,failure,2,mid,white-collar,mid,True,False,no
49,services,married,high.school,cellular,mon,8,0,nonexistent,4,mid,blue-collar,mid,False,False,no
27,blue-collar,married,basic.9y,telephone,wed,1,0,nonexistent,7,low,blue-collar,mid,False,False,no
52,blue-collar,married,basic.9y,telephone,thu,1,0,nonexistent,2,low,blue-collar,mid,False,False,no
20,student,single,basic.9y,cellular,tue,1,3,failure,3,low,student,low,True,False,no
37,blue-collar,married,basic.9y,telephone,fri,2,0,nonexistent,3,low,blue-collar,mid,False,False,no
45,services,married,basic.9y,cellular,thu,1,0,nonexistent,1,low,blue-collar,mid,False,False,no
28,services,married,high.school,cellular,wed,2,2,success,8,mid,blue-collar,mid,True,True,yes
37,services,married,high.school,cellular,wed,2,0,nonexistent,5,mid,blue-collar,mid,False,False,no
30,technician,single,professional.course,cellular,thu,1,0,nonexistent,9,mid,blue-collar,mid,False,False,no
31,blue-collar,married,basic.9y,telephone,wed,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
33,blue-collar,married,basic.4y,cellular,wed,5,0,nonexistent,7,low,blue-collar,mid,False,False,no
59,retired,divorced,high.school,cellular,thu,2,1,failure,4,mid,retired,low,True,False,no
34,services,married,high.school,cellular,tue,1,2,failure,2,mid,blue-collar,mid,True,False,no
40,unemployed,divorced,high.school,telephone,thu,1,0,nonexistent,4,mid,unemployed,low,False,False,no
58,blue-collar,married,basic.6y,telephone,thu,3,0,nonexistent,1,low,blue-collar,mid,False,False,no
33,services,single,high.school,cellular,fri,2,1,success,2,mid,blue-collar,mid,True,True,no
42,blue-collar,married,basic.4y,cellular,mon,1,0,nonexistent,6,low,blue-collar,mid,False,False,no
40,housemaid,married,basic.6y,cellular,fri,2,0,nonexistent,20,low,blue-collar,mid,False,False,yes
33,admin.,married,high.school,cellular,thu,2,1,failure,2,mid,white-collar,mid,True,False,no
36,technician,married,basic.9y,cellular,mon,3,0,nonexistent,0,low,blue-collar,mid,False,False,no
54,services,single,basic.6y,cellular,fri,1,0,nonexistent,4,low,blue-collar,mid,False,False,no
29,services,single,high.school,telephone,mon,2,0,nonexistent,7,mid,blue-collar,mid,False,False,no
36,technician,married,high.school,telephone,wed,7,0,nonexistent,1,mid,blue-collar,mid,False,False,no
40,management,divorced,university.degree,telephone,fri,3,0,nonexistent,3,high,white-collar,high,False,False,no
32,management,single,university.degree,cellular,fri,3,0,nonexistent,3,high,white-collar,high,False,False,no
36,admin.,divorced,university.degree,telephone,thu,1,0,nonexistent,3,high,white-collar,mid,False,False,no
34,admin.,married,university.degree,telephone,fri,6,0,nonexistent,1,high,white-collar,mid,False,False,no
29,admin.,single,high.school,telephone,mon,1,1,success,3,mid,white-collar,mid,True,True,no
38,housemaid,married,basic.9y,telephone,fri,4,0,nonexistent,1,low,blue-collar,mid,False,False,no
42,services,married,basic.6y,cellular,thu,3,0,nonexistent,5,low,blue-collar,mid,False,False,no
39,management,married,university.degree,cellular,fri,1,0,nonexistent,14,high,white-collar,high,False,False,yes
37,entrepreneur,married,university.degree,telephone,mon,1,0,nonexistent,4,high,entrepreneur,high,False,False,no
38,self-employed,divorced,basic.9y,telephone,tue,3,0,nonexistent,2,low,entrepreneur,mid,False,False,no
25,admin.,single,high.school,cellular,fri,2,0,nonexistent,3,mid,white-collar,mid,False,False,no
26,management,single,university.degree,cellular,thu,1,0,nonexistent,11,high,white-collar,high,False,False,yes
37,admin.,married,professional.course,cellular,mon,1,0,nonexistent,1,mid,white-collar,mid,False,False,no
57,retired,married,high.school,cellular,wed,8,0,nonexistent,4,mid,retired,low,False,False,no
25,services,single,high.school,cellular,mon,1,1,failure,4,mid,blue-collar,mid,True,False,no
46,services,married,basic.9y,cellular,wed,4,0,nonexistent,1,low,blue-collar,mid,False,False,no
30,technician,single,university.degree,cellular,fri,6,0,nonexistent,20,high,blue-collar,mid,False,False,no
44,blue-collar,single,high.school,telephone,mon,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
29,services,single,high.school,cellular,fri,2,0,nonexistent,5,mid,blue-collar,mid,False,False,no
46,blue-collar,married,basic.9y,cellular,mon,3,0,nonexistent,4,low,blue-collar,mid,False,False,no
38,technician,single,professional.course,cellular,thu,2,1,success,6,mid,blue-collar,mid,True,True,yes
45,admin.,divorced,university.degree,cellular,fri,1,0,nonexistent,8,high,white-collar,mid,False,False,no
36,management,married,university.degree,cellular,mon,1,1,failure,8,high,white-collar,high,True,False,no
51,technician,married,professional.course,cellular,thu,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
34,technician,married,basic.4y,cellular,thu,1,0,nonexistent,5,low,blue-collar,mid,False,False,yes
25,student,single,university.degree,telephone,thu,6,1,failure,5,high,student,low,True,False,yes
56,retired,married,university.degree,cellular,wed,2,0,nonexistent,2,high,retired,low,False,False,yes
53,unemployed,married,basic.9y,cellular,wed,2,0,nonexistent,4,low,unemployed,low,False,False,no
43,blue-collar,married,basic.9y,cellular,fri,1,0,nonexistent,3,low,blue-collar,mid,False,False,no
36,admin.,single,high.school,cellular,tue,1,0,nonexistent,5,mid,white-collar,mid,False,False,no
46,blue-collar,single,basic.6y,cellular,mon,4,0,nonexistent,3,low,blue-collar,mid,False,False,no
34,management,married,university.degree,telephone,thu,3,0,nonexistent,2,high,white-collar,high,False,False,no
30,technician,single,high.school,telephone,mon,3,0,nonexistent,3,mid,blue-collar,mid,False,False,no
36,self-employed,married,high.school,cellular,mon,1,0,nonexistent,2,mid,entrepreneur,mid,False,False,no
49,blue-collar,married,basic.9y,cellular,fri,1,0,nonexistent,5,low,blue-collar,mid,False,False,no
36,admin.,married,university.degree,cellular,thu,8,0,nonexistent,1,high,white-collar,mid,False,False,no
38,admin.,married,high.school,telephone,fri,1,0,nonexistent,2,mid,white-collar,mid,False,False,yes
29,retired,single,basic.4y,cellular,mon,7,0,nonexistent,5,low,retired,low,False,False,no
33,admin.,divorced,university.degree,telephone,thu,3,0,nonexistent,2,high,white-collar,mid,False,False,no
31,blue-collar,single,high.school,cellular,mon,6,0,nonexistent,1,mid,blue-collar,mid,False,False,no
36,technician,married,professional.course,telephone,thu,1,0,nonexistent,1,mid,blue-collar,mid,False,False,no
33,admin.,married,university.degree,cellular,tue,2,0,nonexistent,4,high,white-collar,mid,False,False,no
34,admin.,married,high.school,cellular,wed,5,0,nonexistent,6,mid,white-collar,mid,False,False,yes
